,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,character,start (min),end (min),duration
0,0,0,0,Top Hat,0.350007,4.50009,4.150083
1,1,1,1,Frankenstein's Monster,0.83335,4.50009,3.6667400000000003
2,2,2,2,Dr. Victor Frankenstein,0.9000180000000001,4.50009,3.600072
3,3,3,3,Count Vladislaus Dracula,1.4500290000000002,4.50009,3.050061
4,4,4,4,Igor,3.4167350000000005,4.50009,1.0833549999999996
5,5,5,5,Igor,4.516757,7.850157000000001,3.333400000000001
6,6,6,6,Frankenstein's Monster,4.633426,7.850157000000001,3.216731000000001
7,7,7,7,Dr. Victor Frankenstein,4.633426,7.850157000000001,3.216731000000001
8,8,8,8,Top Hat,4.800096000000001,7.850157000000001,3.0500610000000004
9,9,9,9,Count Vladislaus Dracula,4.933432000000002,7.850157000000001,2.916725
10,10,10,10,Aleera,6.700133999999999,7.850157000000001,1.150023000000003
11,11,11,11,Marishka,6.700133999999999,7.850157000000001,1.150023000000003
12,12,12,12,Verona,6.700133999999999,7.850157000000001,1.150023000000003
13,13,13,13,Van Helsing,7.933492000000001,8.800175999999997,0.8666839999999958
14,14,14,14,Mr. Hyde,8.116829000000001,8.800175999999997,0.6833469999999959
15,15,15,15,Van Helsing,8.883511,13.733608000000002,4.850097000000002
16,16,16,16,Mr. Hyde,9.433522000000002,13.733608000000002,4.300086
17,17,17,17,Dr. Jekyll,13.150263,13.733608000000002,0.5833450000000013
18,18,18,18,Gendarme,13.400267999999999,13.733608000000002,0.3333400000000015
19,19,19,19,Van Helsing,13.733608000000002,17.683687000000006,3.950079000000004
20,20,20,20,Cardinal Jinette,14.116949000000002,17.683687000000006,3.5667380000000044
21,21,21,21,Count Vladislaus Dracula,15.883651000000002,17.683687000000006,1.8000360000000042
22,22,22,22,Velkan,16.516997,17.683687000000006,1.1666900000000062
23,23,23,23,Anna Valerious,16.566998,17.683687000000006,1.1166890000000045
24,24,24,24,Carl,17.683687000000006,20.267072,2.5833849999999927
25,25,25,25,Van Helsing,17.850357000000006,20.267072,2.4167149999999933
26,26,26,26,Velkan,20.267072,23.233798000000004,2.966726000000005
27,27,27,27,Anna Valerious,21.500429999999998,23.233798000000004,1.7333680000000022
28,28,28,28,Van Helsing,23.350467,24.133816000000003,0.7833490000000012
29,29,29,29,Carl,23.350467,24.133816000000003,0.7833490000000012
30,30,30,30,Van Helsing,24.133816000000003,30.900617999999998,6.7668019999999975
31,31,31,31,Carl,24.183817,30.900617999999998,6.716800999999999
32,32,32,32,Top Hat,24.83383000000001,30.900617999999998,6.066787999999992
33,33,33,33,Anna Valerious,25.150503000000004,30.900617999999998,5.750114999999997
34,34,34,34,Marishka,25.800516,30.900617999999998,5.100102
35,35,35,35,Verona,25.800516,30.900617999999998,5.100102
36,36,36,36,Aleera,25.817183000000004,30.900617999999998,5.083434999999998
37,37,37,37,Anna Valerious,30.900617999999998,31.917305,1.0166869999999977
38,38,38,38,Aleera,30.950619000000003,31.917305,0.9666859999999956
39,39,39,39,Van Helsing,31.25062500000001,31.917305,0.6666799999999888
40,40,40,40,Marishka,31.31729300000001,31.917305,0.6000119999999889
41,41,41,41,Carl,31.38396100000001,31.917305,0.5333439999999889
42,42,42,42,Verona,31.45062900000001,31.917305,0.46667599999998904
43,43,43,43,Anna Valerious,31.917305,35.50071000000001,3.5834050000000133
44,44,44,44,Aleera,31.933972000000004,35.50071000000001,3.5667380000000084
45,45,45,45,Villager,31.933972000000004,35.50071000000001,3.5667380000000084
46,46,46,46,Verona,32.033974,35.50071000000001,3.466736000000012
47,47,47,47,Marishka,32.333980000000004,35.50071000000001,3.1667300000000083
48,48,48,48,Van Helsing,32.350646999999995,35.50071000000001,3.150063000000017
49,49,49,49,Carl,32.550651,35.50071000000001,2.9500590000000098
50,50,50,50,Top Hat,34.467356,35.50071000000001,1.03335400000001
51,51,51,51,Count Vladislaus Dracula,35.50071000000001,38.40076800000001,2.9000579999999943
52,52,52,52,Aleera,35.75071500000001,38.40076800000001,2.650053
53,53,53,53,Verona,35.75071500000001,38.40076800000001,2.650053
54,54,54,54,Igor,37.80075600000001,38.40076800000001,0.6000119999999995
55,55,55,55,Van Helsing,38.40076800000001,40.60081200000001,2.200044000000005
56,56,56,56,Anna Valerious,38.40076800000001,40.60081200000001,2.200044000000005
57,57,57,57,Carl,38.41743500000001,40.60081200000001,2.183377
58,58,58,58,Anna Valerious,40.617478999999996,45.184236999999996,4.566758
59,59,59,59,Velkan,43.134196,45.184236999999996,2.050041
60,60,60,60,Van Helsing,44.63422600000001,45.184236999999996,0.5500109999999907
61,61,61,61,Carl,45.01756700000001,45.184236999999996,0.16666999999999632
62,62,62,62,Van Helsing,45.267571999999994,48.71764100000001,3.4500690000000063
63,63,63,63,Top Hat,46.15092300000001,48.71764100000001,2.5667179999999945
64,64,64,64,Velkan,46.88427100000001,48.71764100000001,1.8333699999999955
65,65,65,65,Anna Valerious,47.06760800000001,48.71764100000001,1.6500330000000003
66,66,66,66,Count Vladislaus Dracula,49.11764900000001,49.50099,0.3833409999999944
67,67,67,67,Igor,49.20098400000001,49.50099,0.3000059999999891
68,68,68,68,Van Helsing,49.50099,50.684346999999995,1.1833570000000009
69,69,69,69,Anna Valerious,49.50099,50.684346999999995,1.1833570000000009
70,70,70,70,Velkan,50.70101400000001,53.717741,3.016726999999996
71,71,71,71,Count Vladislaus Dracula,50.867684,53.717741,2.850057
72,72,72,72,Van Helsing,52.61771900000001,53.717741,1.1000219999999956
73,73,73,73,Anna Valerious,52.65105300000001,53.717741,1.066687999999992
74,74,74,74,Igor,53.3344,53.717741,0.3833410000000015
75,75,75,75,Van Helsing,53.717741,58.417835,4.700093999999994
76,76,76,76,Anna Valerious,53.717741,58.417835,4.700093999999994
77,77,77,77,Velkan,54.93443200000001,58.417835,3.4834029999999885
